,id,pop,subpop,region,country,continent,latitude,longitude,TempM,MDiurnalR,Isotherm,TempSeason,MxTempWM,MnTempCM,TempR,MTempWtQ,MTempDQ,MTempWmQ,MTempCQ,Prec,PrecWM,PrecDM,PrecSeason,PrecWtQ,PrecDQ,PrecWmQ,PrecCQ
11,BJ_8,BJ,BJ,PNW,USA,NAM,48.789608,-122.463926,9.664972305,8.742361069,38.28728867,512.621582,22.72803116,-0.105555557,22.83358765,4.005260944,16.03619576,16.03619576,3.633838415,1217,181,44,44.95788193,497,150,150,431
12,CB_1,CB,CB,NE,USA,NAM,42.71138,-74.31467,7.337291718,11.42662525,29.59422112,990.711792,26.66500092,-11.9460001,38.61100006,17.15358353,-5.300833225,19.18258286,-5.300833225,1034,99,62,13.20633602,294,212,289,212
13,CB_10,CB,CB,NE,USA,NAM,42.71138,-74.31467,7.337291718,11.42662525,29.59422112,990.711792,26.66500092,-11.9460001,38.61100006,17.15358353,-5.300833225,19.18258286,-5.300833225,1034,99,62,13.20633602,294,212,289,212
14,CB_11,CB,CB,NE,USA,NAM,42.71138,-74.31467,7.337291718,11.42662525,29.59422112,990.711792,26.66500092,-11.9460001,38.61100006,17.15358353,-5.300833225,19.18258286,-5.300833225,1034,99,62,13.20633602,294,212,289,212
15,CB_12,CB,CB,NE,USA,NAM,42.71138,-74.31467,7.337291718,11.42662525,29.59422112,990.711792,26.66500092,-11.9460001,38.61100006,17.15358353,-5.300833225,19.18258286,-5.300833225,1034,99,62,13.20633602,294,212,289,212
16,CB_13,CB,CB,NE,USA,NAM,42.71138,-74.31467,7.337291718,11.42662525,29.59422112,990.711792,26.66500092,-11.9460001,38.61100006,17.15358353,-5.300833225,19.18258286,-5.300833225,1034,99,62,13.20633602,294,212,289,212
17,CB_14,CB,CB,NE,USA,NAM,42.71138,-74.31467,7.337291718,11.42662525,29.59422112,990.711792,26.66500092,-11.9460001,38.61100006,17.15358353,-5.300833225,19.18258286,-5.300833225,1034,99,62,13.20633602,294,212,289,212
18,CB_15,CB,CB,NE,USA,NAM,42.71138,-74.31467,7.337291718,11.42662525,29.59422112,990.711792,26.66500092,-11.9460001,38.61100006,17.15358353,-5.300833225,19.18258286,-5.300833225,1034,99,62,13.20633602,294,212,289,212
19,CB_16,CB,CB,NE,USA,NAM,42.71138,-74.31467,7.337291718,11.42662525,29.59422112,990.711792,26.66500092,-11.9460001,38.61100006,17.15358353,-5.300833225,19.18258286,-5.300833225,1034,99,62,13.20633602,294,212,289,212
20,CB_17,CB,CB,NE,USA,NAM,42.71138,-74.31467,7.337291718,11.42662525,29.59422112,990.711792,26.66500092,-11.9460001,38.61100006,17.15358353,-5.300833225,19.18258286,-5.300833225,1034,99,62,13.20633602,294,212,289,212
21,CB_18,CB,CB,NE,USA,NAM,42.71138,-74.31467,7.337291718,11.42662525,29.59422112,990.711792,26.66500092,-11.9460001,38.61100006,17.15358353,-5.300833225,19.18258286,-5.300833225,1034,99,62,13.20633602,294,212,289,212
22,CB_19,CB,CB,NE,USA,NAM,42.71138,-74.31467,7.337291718,11.42662525,29.59422112,990.711792,26.66500092,-11.9460001,38.61100006,17.15358353,-5.300833225,19.18258286,-5.300833225,1034,99,62,13.20633602,294,212,289,212
23,CB_20,CB,CB,NE,USA,NAM,42.71138,-74.31467,7.337291718,11.42662525,29.59422112,990.711792,26.66500092,-11.9460001,38.61100006,17.15358353,-5.300833225,19.18258286,-5.300833225,1034,99,62,13.20633602,294,212,289,212
24,CB_3,CB,CB,NE,USA,NAM,42.71138,-74.31467,7.337291718,11.42662525,29.59422112,990.711792,26.66500092,-11.9460001,38.61100006,17.15358353,-5.300833225,19.18258286,-5.300833225,1034,99,62,13.20633602,294,212,289,212
25,CB_5,CB,CB,NE,USA,NAM,42.71138,-74.31467,7.337291718,11.42662525,29.59422112,990.711792,26.66500092,-11.9460001,38.61100006,17.15358353,-5.300833225,19.18258286,-5.300833225,1034,99,62,13.20633602,294,212,289,212
26,CB_6,CB,CB,NE,USA,NAM,42.71138,-74.31467,7.337291718,11.42662525,29.59422112,990.711792,26.66500092,-11.9460001,38.61100006,17.15358353,-5.300833225,19.18258286,-5.300833225,1034,99,62,13.20633602,294,212,289,212
27,CB_7,CB,CB,NE,USA,NAM,42.71138,-74.31467,7.337291718,11.42662525,29.59422112,990.711792,26.66500092,-11.9460001,38.61100006,17.15358353,-5.300833225,19.18258286,-5.300833225,1034,99,62,13.20633602,294,212,289,212
28,CB_8,CB,CB,NE,USA,NAM,42.71138,-74.31467,7.337291718,11.42662525,29.59422112,990.711792,26.66500092,-11.9460001,38.61100006,17.15358353,-5.300833225,19.18258286,-5.300833225,1034,99,62,13.20633602,294,212,289,212
29,CB_9,CB,CB,NE,USA,NAM,42.71138,-74.31467,7.337291718,11.42662525,29.59422112,990.711792,26.66500092,-11.9460001,38.61100006,17.15358353,-5.300833225,19.18258286,-5.300833225,1034,99,62,13.20633602,294,212,289,212
30,CG_11,CG,CG,PNW,USA,NAM,43.677565,-123.073732,11.00847912,12.47816658,46.22613525,521.6963501,27.62324905,0.629500031,26.99374962,5.35741663,17.51595879,17.72020721,5.02033329,1429,232,17,65.86901093,672,89,93,607
31,CG_12,CG,CG,PNW,USA,NAM,43.677565,-123.073732,11.00847912,12.47816658,46.22613525,521.6963501,27.62324905,0.629500031,26.99374962,5.35741663,17.51595879,17.72020721,5.02033329,1429,232,17,65.86901093,672,89,93,607
32,CG_14,CG,CG,PNW,USA,NAM,43.677565,-123.073732,11.00847912,12.47816658,46.22613525,521.6963501,27.62324905,0.629500031,26.99374962,5.35741663,17.51595879,17.72020721,5.02033329,1429,232,17,65.86901093,672,89,93,607
33,CG_17,CG,CG,PNW,USA,NAM,43.677565,-123.073732,11.00847912,12.47816658,46.22613525,521.6963501,27.62324905,0.629500031,26.99374962,5.35741663,17.51595879,17.72020721,5.02033329,1429,232,17,65.86901093,672,89,93,607
34,CH_1,CH,CH,NE,USA,NAM,44.59865,-73.17804,7.307374954,10.13266659,25.71171761,1039.083862,26.84824944,-12.56050014,39.40874863,18.99512482,-5.209708214,19.77387428,-5.736875057,819,95,37,25.82541084,267,135,260,137
35,CH_10,CH,CH,NE,USA,NAM,44.59865,-73.17804,7.307374954,10.13266659,25.71171761,1039.083862,26.84824944,-12.56050014,39.40874863,18.99512482,-5.209708214,19.77387428,-5.736875057,819,95,37,25.82541084,267,135,260,137
36,CH_11,CH,CH,NE,USA,NAM,44.59865,-73.17804,7.307374954,10.13266659,25.71171761,1039.083862,26.84824944,-12.56050014,39.40874863,18.99512482,-5.209708214,19.77387428,-5.736875057,819,95,37,25.82541084,267,135,260,137
37,CH_12,CH,CH,NE,USA,NAM,44.59865,-73.17804,7.307374954,10.13266659,25.71171761,1039.083862,26.84824944,-12.56050014,39.40874863,18.99512482,-5.209708214,19.77387428,-5.736875057,819,95,37,25.82541084,267,135,260,137
38,CH_12_1,CH,CH,NE,USA,NAM,44.59865,-73.17804,7.307374954,10.13266659,25.71171761,1039.083862,26.84824944,-12.56050014,39.40874863,18.99512482,-5.209708214,19.77387428,-5.736875057,819,95,37,25.82541084,267,135,260,137
39,CH_12_4,CH,CH,NE,USA,NAM,44.59865,-73.17804,7.307374954,10.13266659,25.71171761,1039.083862,26.84824944,-12.56050014,39.40874863,18.99512482,-5.209708214,19.77387428,-5.736875057,819,95,37,25.82541084,267,135,260,137
40,CH_13,CH,CH,NE,USA,NAM,44.59865,-73.17804,7.307374954,10.13266659,25.71171761,1039.083862,26.84824944,-12.56050014,39.40874863,18.99512482,-5.209708214,19.77387428,-5.736875057,819,95,37,25.82541084,267,135,260,137
41,CH_15,CH,CH,NE,USA,NAM,44.59865,-73.17804,7.307374954,10.13266659,25.71171761,1039.083862,26.84824944,-12.56050014,39.40874863,18.99512482,-5.209708214,19.77387428,-5.736875057,819,95,37,25.82541084,267,135,260,137
42,CH_16,CH,CH,NE,USA,NAM,44.59865,-73.17804,7.307374954,10.13266659,25.71171761,1039.083862,26.84824944,-12.56050014,39.40874863,18.99512482,-5.209708214,19.77387428,-5.736875057,819,95,37,25.82541084,267,135,260,137
43,CH_17,CH,CH,NE,USA,NAM,44.59865,-73.17804,7.307374954,10.13266659,25.71171761,1039.083862,26.84824944,-12.56050014,39.40874863,18.99512482,-5.209708214,19.77387428,-5.736875057,819,95,37,25.82541084,267,135,260,137
44,CH_17B,CH,CH,NE,USA,NAM,44.59865,-73.17804,7.307374954,10.13266659,25.71171761,1039.083862,26.84824944,-12.56050014,39.40874863,18.99512482,-5.209708214,19.77387428,-5.736875057,819,95,37,25.82541084,267,135,260,137
45,CH_3,CH,CH,NE,USA,NAM,44.59865,-73.17804,7.307374954,10.13266659,25.71171761,1039.083862,26.84824944,-12.56050014,39.40874863,18.99512482,-5.209708214,19.77387428,-5.736875057,819,95,37,25.82541084,267,135,260,137
46,CH_4,CH,CH,NE,USA,NAM,44.59865,-73.17804,7.307374954,10.13266659,25.71171761,1039.083862,26.84824944,-12.56050014,39.40874863,18.99512482,-5.209708214,19.77387428,-5.736875057,819,95,37,25.82541084,267,135,260,137
47,CH_6,CH,CH,NE,USA,NAM,44.59865,-73.17804,7.307374954,10.13266659,25.71171761,1039.083862,26.84824944,-12.56050014,39.40874863,18.99512482,-5.209708214,19.77387428,-5.736875057,819,95,37,25.82541084,267,135,260,137
48,CH_7,CH,CH,NE,USA,NAM,44.59865,-73.17804,7.307374954,10.13266659,25.71171761,1039.083862,26.84824944,-12.56050014,39.40874863,18.99512482,-5.209708214,19.77387428,-5.736875057,819,95,37,25.82541084,267,135,260,137
49,CH_8,CH,CH,NE,USA,NAM,44.59865,-73.17804,7.307374954,10.13266659,25.71171761,1039.083862,26.84824944,-12.56050014,39.40874863,18.99512482,-5.209708214,19.77387428,-5.736875057,819,95,37,25.82541084,267,135,260,137
50,CH_9,CH,CH,NE,USA,NAM,44.59865,-73.17804,7.307374954,10.13266659,25.71171761,1039.083862,26.84824944,-12.56050014,39.40874863,18.99512482,-5.209708214,19.77387428,-5.736875057,819,95,37,25.82541084,267,135,260,137
51,CO_1,CO,CO,NE,USA,NAM,42.67663,-74.42293,7.239562511,11.41045856,29.67262268,986.9229126,26.58049965,-11.8739996,38.45449829,17.03258324,-5.329291821,19.06179237,-5.329291821,1034,100,61,13.67808533,296,211,290,211
52,CO_10,CO,CO,NE,USA,NAM,42.67663,-74.42293,7.239562511,11.41045856,29.67262268,986.9229126,26.58049965,-11.8739996,38.45449829,17.03258324,-5.329291821,19.06179237,-5.329291821,1034,100,61,13.67808533,296,211,290,211
53,CO_11,CO,CO,NE,USA,NAM,42.67663,-74.42293,7.239562511,11.41045856,29.67262268,986.9229126,26.58049965,-11.8739996,38.45449829,17.03258324,-5.329291821,19.06179237,-5.329291821,1034,100,61,13.67808533,296,211,290,211
54,CO_12,CO,CO,NE,USA,NAM,42.67663,-74.42293,7.239562511,11.41045856,29.67262268,986.9229126,26.58049965,-11.8739996,38.45449829,17.03258324,-5.329291821,19.06179237,-5.329291821,1034,100,61,13.67808533,296,211,290,211
55,CO_13,CO,CO,NE,USA,NAM,42.67663,-74.42293,7.239562511,11.41045856,29.67262268,986.9229126,26.58049965,-11.8739996,38.45449829,17.03258324,-5.329291821,19.06179237,-5.329291821,1034,100,61,13.67808533,296,211,290,211
56,CO_14,CO,CO,NE,USA,NAM,42.67663,-74.42293,7.239562511,11.41045856,29.67262268,986.9229126,26.58049965,-11.8739996,38.45449829,17.03258324,-5.329291821,19.06179237,-5.329291821,1034,100,61,13.67808533,296,211,290,211
57,CO_15,CO,CO,NE,USA,NAM,42.67663,-74.42293,7.239562511,11.41045856,29.67262268,986.9229126,26.58049965,-11.8739996,38.45449829,17.03258324,-5.329291821,19.06179237,-5.329291821,1034,100,61,13.67808533,296,211,290,211
58,CO_16,CO,CO,NE,USA,NAM,42.67663,-74.42293,7.239562511,11.41045856,29.67262268,986.9229126,26.58049965,-11.8739996,38.45449829,17.03258324,-5.329291821,19.06179237,-5.329291821,1034,100,61,13.67808533,296,211,290,211
59,CO_17,CO,CO,NE,USA,NAM,42.67663,-74.42293,7.239562511,11.41045856,29.67262268,986.9229126,26.58049965,-11.8739996,38.45449829,17.03258324,-5.329291821,19.06179237,-5.329291821,1034,100,61,13.67808533,296,211,290,211
60,CO_18,CO,CO,NE,USA,NAM,42.67663,-74.42293,7.239562511,11.41045856,29.67262268,986.9229126,26.58049965,-11.8739996,38.45449829,17.03258324,-5.329291821,19.06179237,-5.329291821,1034,100,61,13.67808533,296,211,290,211
61,CO_19,CO,CO,NE,USA,NAM,42.67663,-74.42293,7.239562511,11.41045856,29.67262268,986.9229126,26.58049965,-11.8739996,38.45449829,17.03258324,-5.329291821,19.06179237,-5.329291821,1034,100,61,13.67808533,296,211,290,211
62,CO_2,CO,CO,NE,USA,NAM,42.67663,-74.42293,7.239562511,11.41045856,29.67262268,986.9229126,26.58049965,-11.8739996,38.45449829,17.03258324,-5.329291821,19.06179237,-5.329291821,1034,100,61,13.67808533,296,211,290,211
63,CO_20,CO,CO,NE,USA,NAM,42.67663,-74.42293,7.239562511,11.41045856,29.67262268,986.9229126,26.58049965,-11.8739996,38.45449829,17.03258324,-5.329291821,19.06179237,-5.329291821,1034,100,61,13.67808533,296,211,290,211
64,CO_3,CO,CO,NE,USA,NAM,42.67663,-74.42293,7.239562511,11.41045856,29.67262268,986.9229126,26.58049965,-11.8739996,38.45449829,17.03258324,-5.329291821,19.06179237,-5.329291821,1034,100,61,13.67808533,296,211,290,211
65,CO_4,CO,CO,NE,USA,NAM,42.67663,-74.42293,7.239562511,11.41045856,29.67262268,986.9229126,26.58049965,-11.8739996,38.45449829,17.03258324,-5.329291821,19.06179237,-5.329291821,1034,100,61,13.67808533,296,211,290,211
66,CO_5,CO,CO,NE,USA,NAM,42.67663,-74.42293,7.239562511,11.41045856,29.67262268,986.9229126,26.58049965,-11.8739996,38.45449829,17.03258324,-5.329291821,19.06179237,-5.329291821,1034,100,61,13.67808533,296,211,290,211
67,CO_6,CO,CO,NE,USA,NAM,42.67663,-74.42293,7.239562511,11.41045856,29.67262268,986.9229126,26.58049965,-11.8739996,38.45449829,17.03258324,-5.329291821,19.06179237,-5.329291821,1034,100,61,13.67808533,296,211,290,211
68,CO_7,CO,CO,NE,USA,NAM,42.67663,-74.42293,7.239562511,11.41045856,29.67262268,986.9229126,26.58049965,-11.8739996,38.45449829,17.03258324,-5.329291821,19.06179237,-5.329291821,1034,100,61,13.67808533,296,211,290,211
69,CO_8,CO,CO,NE,USA,NAM,42.67663,-74.42293,7.239562511,11.41045856,29.67262268,986.9229126,26.58049965,-11.8739996,38.45449829,17.03258324,-5.329291821,19.06179237,-5.329291821,1034,100,61,13.67808533,296,211,290,211
70,CO_9,CO,CO,NE,USA,NAM,42.67663,-74.42293,7.239562511,11.41045856,29.67262268,986.9229126,26.58049965,-11.8739996,38.45449829,17.03258324,-5.329291821,19.06179237,-5.329291821,1034,100,61,13.67808533,296,211,290,211
71,DF_1,DF,DF,NE,USA,NAM,43.93722,-73.30215,7.437572956,11.86806297,29.10622406,1035.593872,27.83499908,-12.93999958,40.77499771,18.7035408,-4.64533329,19.8217907,-5.863166809,903,103,49,19.91406059,277,168,268,173
72,DF_10,DF,DF,NE,USA,NAM,43.93722,-73.30215,7.437572956,11.86806297,29.10622406,1035.593872,27.83499908,-12.93999958,40.77499771,18.7035408,-4.64533329,19.8217907,-5.863166809,903,103,49,19.91406059,277,168,268,173
73,DF_11,DF,DF,NE,USA,NAM,43.93722,-73.30215,7.437572956,11.86806297,29.10622406,1035.593872,27.83499908,-12.93999958,40.77499771,18.7035408,-4.64533329,19.8217907,-5.863166809,903,103,49,19.91406059,277,168,268,173
74,DF_12,DF,DF,NE,USA,NAM,43.93722,-73.30215,7.437572956,11.86806297,29.10622406,1035.593872,27.83499908,-12.93999958,40.77499771,18.7035408,-4.64533329,19.8217907,-5.863166809,903,103,49,19.91406059,277,168,268,173
75,DF_13,DF,DF,NE,USA,NAM,43.93722,-73.30215,7.437572956,11.86806297,29.10622406,1035.593872,27.83499908,-12.93999958,40.77499771,18.7035408,-4.64533329,19.8217907,-5.863166809,903,103,49,19.91406059,277,168,268,173
76,DF_14,DF,DF,NE,USA,NAM,43.93722,-73.30215,7.437572956,11.86806297,29.10622406,1035.593872,27.83499908,-12.93999958,40.77499771,18.7035408,-4.64533329,19.8217907,-5.863166809,903,103,49,19.91406059,277,168,268,173
77,DF_15,DF,DF,NE,USA,NAM,43.93722,-73.30215,7.437572956,11.86806297,29.10622406,1035.593872,27.83499908,-12.93999958,40.77499771,18.7035408,-4.64533329,19.8217907,-5.863166809,903,103,49,19.91406059,277,168,268,173
78,DF_16,DF,DF,NE,USA,NAM,43.93722,-73.30215,7.437572956,11.86806297,29.10622406,1035.593872,27.83499908,-12.93999958,40.77499771,18.7035408,-4.64533329,19.8217907,-5.863166809,903,103,49,19.91406059,277,168,268,173
79,DF_2,DF,DF,NE,USA,NAM,43.93722,-73.30215,7.437572956,11.86806297,29.10622406,1035.593872,27.83499908,-12.93999958,40.77499771,18.7035408,-4.64533329,19.8217907,-5.863166809,903,103,49,19.91406059,277,168,268,173
80,DF_22,DF,DF,NE,USA,NAM,43.93722,-73.30215,7.437572956,11.86806297,29.10622406,1035.593872,27.83499908,-12.93999958,40.77499771,18.7035408,-4.64533329,19.8217907,-5.863166809,903,103,49,19.91406059,277,168,268,173
81,DF_23,DF,DF,NE,USA,NAM,43.93722,-73.30215,7.437572956,11.86806297,29.10622406,1035.593872,27.83499908,-12.93999958,40.77499771,18.7035408,-4.64533329,19.8217907,-5.863166809,903,103,49,19.91406059,277,168,268,173
82,DF_25,DF,DF,NE,USA,NAM,43.93722,-73.30215,7.437572956,11.86806297,29.10622406,1035.593872,27.83499908,-12.93999958,40.77499771,18.7035408,-4.64533329,19.8217907,-5.863166809,903,103,49,19.91406059,277,168,268,173
83,DF_27,DF,DF,NE,USA,NAM,43.93722,-73.30215,7.437572956,11.86806297,29.10622406,1035.593872,27.83499908,-12.93999958,40.77499771,18.7035408,-4.64533329,19.8217907,-5.863166809,903,103,49,19.91406059,277,168,268,173
84,DF_29,DF,DF,NE,USA,NAM,43.93722,-73.30215,7.437572956,11.86806297,29.10622406,1035.593872,27.83499908,-12.93999958,40.77499771,18.7035408,-4.64533329,19.8217907,-5.863166809,903,103,49,19.91406059,277,168,268,173
85,DF_30,DF,DF,NE,USA,NAM,43.93722,-73.30215,7.437572956,11.86806297,29.10622406,1035.593872,27.83499908,-12.93999958,40.77499771,18.7035408,-4.64533329,19.8217907,-5.863166809,903,103,49,19.91406059,277,168,268,173
86,DF_31,DF,DF,NE,USA,NAM,43.93722,-73.30215,7.437572956,11.86806297,29.10622406,1035.593872,27.83499908,-12.93999958,40.77499771,18.7035408,-4.64533329,19.8217907,-5.863166809,903,103,49,19.91406059,277,168,268,173
87,DF_5,DF,DF,NE,USA,NAM,43.93722,-73.30215,7.437572956,11.86806297,29.10622406,1035.593872,27.83499908,-12.93999958,40.77499771,18.7035408,-4.64533329,19.8217907,-5.863166809,903,103,49,19.91406059,277,168,268,173
88,DF_7,DF,DF,NE,USA,NAM,43.93722,-73.30215,7.437572956,11.86806297,29.10622406,1035.593872,27.83499908,-12.93999958,40.77499771,18.7035408,-4.64533329,19.8217907,-5.863166809,903,103,49,19.91406059,277,168,268,173
89,DR_1,DR,DR,PNW,USA,NAM,43.655301,-123.333033,11.61244774,12.85460377,46.64859772,524.5788574,28.64575005,1.08949995,27.55624962,5.937041283,18.11874962,18.40195847,5.588999748,1353,222,14,68.32726288,648,76,82,589
90,DR_11,DR,DR,PNW,USA,NAM,43.655301,-123.333033,11.61244774,12.85460377,46.64859772,524.5788574,28.64575005,1.08949995,27.55624962,5.937041283,18.11874962,18.40195847,5.588999748,1353,222,14,68.32726288,648,76,82,589
91,DR_2,DR,DR,PNW,USA,NAM,43.655301,-123.333033,11.61244774,12.85460377,46.64859772,524.5788574,28.64575005,1.08949995,27.55624962,5.937041283,18.11874962,18.40195847,5.588999748,1353,222,14,68.32726288,648,76,82,589
92,DR_3,DR,DR,PNW,USA,NAM,43.655301,-123.333033,11.61244774,12.85460377,46.64859772,524.5788574,28.64575005,1.08949995,27.55624962,5.937041283,18.11874962,18.40195847,5.588999748,1353,222,14,68.32726288,648,76,82,589
93,DR_4,DR,DR,PNW,USA,NAM,43.655301,-123.333033,11.61244774,12.85460377,46.64859772,524.5788574,28.64575005,1.08949995,27.55624962,5.937041283,18.11874962,18.40195847,5.588999748,1353,222,14,68.32726288,648,76,82,589
94,DR_5,DR,DR,PNW,USA,NAM,43.655301,-123.333033,11.61244774,12.85460377,46.64859772,524.5788574,28.64575005,1.08949995,27.55624962,5.937041283,18.11874962,18.40195847,5.588999748,1353,222,14,68.32726288,648,76,82,589
95,DR_6,DR,DR,PNW,USA,NAM,43.655301,-123.333033,11.61244774,12.85460377,46.64859772,524.5788574,28.64575005,1.08949995,27.55624962,5.937041283,18.11874962,18.40195847,5.588999748,1353,222,14,68.32726288,648,76,82,589
96,FC_1,FC,FC,NE,USA,NAM,44.10018,-73.28369,7.397510529,11.68964577,28.63582802,1042.110352,27.75975037,-13.06200027,40.82175064,18.75683403,-4.789541721,19.85712433,-5.982000351,895,103,47,21.38154793,277,160,271,166
97,FC_10,FC,FC,NE,USA,NAM,44.10018,-73.28369,7.397510529,11.68964577,28.63582802,1042.110352,27.75975037,-13.06200027,40.82175064,18.75683403,-4.789541721,19.85712433,-5.982000351,895,103,47,21.38154793,277,160,271,166
98,FC_11,FC,FC,NE,USA,NAM,44.10018,-73.28369,7.397510529,11.68964577,28.63582802,1042.110352,27.75975037,-13.06200027,40.82175064,18.75683403,-4.789541721,19.85712433,-5.982000351,895,103,47,21.38154793,277,160,271,166
99,FC_14,FC,FC,NE,USA,NAM,44.10018,-73.28369,7.397510529,11.68964577,28.63582802,1042.110352,27.75975037,-13.06200027,40.82175064,18.75683403,-4.789541721,19.85712433,-5.982000351,895,103,47,21.38154793,277,160,271,166
100,FC_15,FC,FC,NE,USA,NAM,44.10018,-73.28369,7.397510529,11.68964577,28.63582802,1042.110352,27.75975037,-13.06200027,40.82175064,18.75683403,-4.789541721,19.85712433,-5.982000351,895,103,47,21.38154793,277,160,271,166
101,FC_19,FC,FC,NE,USA,NAM,44.10018,-73.28369,7.397510529,11.68964577,28.63582802,1042.110352,27.75975037,-13.06200027,40.82175064,18.75683403,-4.789541721,19.85712433,-5.982000351,895,103,47,21.38154793,277,160,271,166
102,FC_2,FC,FC,NE,USA,NAM,44.10018,-73.28369,7.397510529,11.68964577,28.63582802,1042.110352,27.75975037,-13.06200027,40.82175064,18.75683403,-4.789541721,19.85712433,-5.982000351,895,103,47,21.38154793,277,160,271,166
103,FC_20,FC,FC,NE,USA,NAM,44.10018,-73.28369,7.397510529,11.68964577,28.63582802,1042.110352,27.75975037,-13.06200027,40.82175064,18.75683403,-4.789541721,19.85712433,-5.982000351,895,103,47,21.38154793,277,160,271,166
104,FC_21,FC,FC,NE,USA,NAM,44.10018,-73.28369,7.397510529,11.68964577,28.63582802,1042.110352,27.75975037,-13.06200027,40.82175064,18.75683403,-4.789541721,19.85712433,-5.982000351,895,103,47,21.38154793,277,160,271,166
105,FC_22,FC,FC,NE,USA,NAM,44.10018,-73.28369,7.397510529,11.68964577,28.63582802,1042.110352,27.75975037,-13.06200027,40.82175064,18.75683403,-4.789541721,19.85712433,-5.982000351,895,103,47,21.38154793,277,160,271,166
106,FC_23,FC,FC,NE,USA,NAM,44.10018,-73.28369,7.397510529,11.68964577,28.63582802,1042.110352,27.75975037,-13.06200027,40.82175064,18.75683403,-4.789541721,19.85712433,-5.982000351,895,103,47,21.38154793,277,160,271,166
107,FC_24,FC,FC,NE,USA,NAM,44.10018,-73.28369,7.397510529,11.68964577,28.63582802,1042.110352,27.75975037,-13.06200027,40.82175064,18.75683403,-4.789541721,19.85712433,-5.982000351,895,103,47,21.38154793,277,160,271,166
108,FC_25,FC,FC,NE,USA,NAM,44.10018,-73.28369,7.397510529,11.68964577,28.63582802,1042.110352,27.75975037,-13.06200027,40.82175064,18.75683403,-4.789541721,19.85712433,-5.982000351,895,103,47,21.38154793,277,160,271,166
109,FC_3,FC,FC,NE,USA,NAM,44.10018,-73.28369,7.397510529,11.68964577,28.63582802,1042.110352,27.75975037,-13.06200027,40.82175064,18.75683403,-4.789541721,19.85712433,-5.982000351,895,103,47,21.38154793,277,160,271,166
110,FC_5,FC,FC,NE,USA,NAM,44.10018,-73.28369,7.397510529,11.68964577,28.63582802,1042.110352,27.75975037,-13.06200027,40.82175064,18.75683403,-4.789541721,19.85712433,-5.982000351,895,103,47,21.38154793,277,160,271,166
111,FC_6,FC,FC,NE,USA,NAM,44.10018,-73.28369,7.397510529,11.68964577,28.63582802,1042.110352,27.75975037,-13.06200027,40.82175064,18.75683403,-4.789541721,19.85712433,-5.982000351,895,103,47,21.38154793,277,160,271,166
